date,city,temperature_C,wind_speed_km_h,solar_radiation_W_m2
2022-08-22 00:00:00,Douala,29.27,18.88,212.38
2022-08-23 00:00:00,Douala,30.73,18.04,254.15
2022-08-24 00:00:00,Douala,23.04,0.28,627.91
2022-08-25 00:00:00,Douala,20.67,16.04,749.76
2022-08-26 00:00:00,Douala,26.64,7.85,808.98
2022-08-27 00:00:00,Douala,26.12,5.89,213.77
2022-08-28 00:00:00,Douala,22.56,0.03,921.77
2022-08-29 00:00:00,Douala,28.82,4.22,357.1
2022-08-30 00:00:00,Douala,31.13,1.99,525.57
2022-08-31 00:00:00,Douala,34.06,7.77,897.8
2022-09-01 00:00:00,Douala,30.89,17.92,790.47
2022-09-02 00:00:00,Douala,26.73,16.43,357.76
2022-09-03 00:00:00,Douala,29.11,18.22,685.31
2022-09-04 00:00:00,Douala,20.66,12.02,495.06
2022-09-05 00:00:00,Douala,20.1,10.18,764.7
2022-09-06 00:00:00,Douala,28.29,3.51,442.49
2022-09-07 00:00:00,Douala,25.09,8.32,942.34
2022-09-08 00:00:00,Douala,30.16,4.54,525.04
2022-09-09 00:00:00,Douala,24.43,16.63,877.93
2022-09-10 00:00:00,Douala,23.58,1.03,211.29
2022-09-11 00:00:00,Douala,22.16,3.18,414.07
2022-09-12 00:00:00,Douala,21.51,18.4,141.01
2022-09-13 00:00:00,Douala,34,6.88,550
2022-09-14 00:00:00,Douala,28.69,0.91,396.55
2022-09-15 00:00:00,Douala,20.43,8.87,437.55
2022-09-16 00:00:00,Douala,34.93,7.64,548.02
2022-09-17 00:00:00,Douala,27.89,17.53,369.42
2022-09-18 00:00:00,Douala,33.17,18.79,117.02
2022-09-19 00:00:00,Douala,33.15,12.45,173.76
2022-09-20 00:00:00,Douala,29.04,2.62,786.89
2022-09-21 00:00:00,Douala,27.83,9.87,963.39
2022-09-22 00:00:00,Douala,32.55,14.47,343.5
2022-09-23 00:00:00,Douala,20.68,17.81,354.11
2022-09-24 00:00:00,Douala,26.25,13.51,775.62
2022-09-25 00:00:00,Douala,25.55,16.32,371.52
2022-09-26 00:00:00,Douala,29.7,16.7,359.85
2022-09-27 00:00:00,Douala,20.56,0.39,780
2022-09-28 00:00:00,Douala,28.53,0.37,186.16
2022-09-29 00:00:00,Douala,23.3,14.9,344.74
2022-09-30 00:00:00,Douala,20.34,4.81,866.74
2022-10-01 00:00:00,Douala,26.29,2.42,207.71
2022-10-02 00:00:00,Douala,28.73,15.1,582.04
2022-10-03 00:00:00,Douala,21.62,0.71,687.47
2022-10-04 00:00:00,Douala,29.24,2.47,242.84
2022-10-05 00:00:00,Douala,34.35,13.28,843.05
2022-10-06 00:00:00,Douala,33.57,9.34,265.28
2022-10-07 00:00:00,Douala,27.06,9.47,525.16
2022-10-08 00:00:00,Douala,23.94,11.18,888.54
2022-10-09 00:00:00,Douala,30.73,17.12,991.82
2022-10-10 00:00:00,Douala,23.14,1.25,310.01
2022-10-11 00:00:00,Douala,29.42,12.41,401.64
2022-10-12 00:00:00,Douala,33.82,17.07,174.58
2022-10-13 00:00:00,Douala,21.83,3.55,899.98
2022-10-14 00:00:00,Douala,32.39,12.99,106.11
2022-10-15 00:00:00,Douala,25.53,18.22,103.67
2022-10-16 00:00:00,Douala,33.69,11.8,547.21
2022-10-17 00:00:00,Douala,26.34,15.56,339.95
2022-10-18 00:00:00,Douala,26.61,10.72,406.75
2022-10-19 00:00:00,Douala,26.96,10.19,691.3
2022-10-20 00:00:00,Douala,21.68,4.25,194.7
2022-10-21 00:00:00,Douala,25.12,17.79,595.5
2022-10-22 00:00:00,Douala,30.38,8.01,360.45
2022-10-23 00:00:00,Douala,31.44,11.82,981.53
2022-10-24 00:00:00,Douala,21.19,15.69,784.93
2022-10-25 00:00:00,Douala,30.3,4.02,876.16
2022-10-26 00:00:00,Douala,29.81,15.59,372.82
2022-10-27 00:00:00,Douala,33.59,15.04,774.78
2022-10-28 00:00:00,Douala,31.26,18.33,791.75
2022-10-29 00:00:00,Douala,33.92,1.44,810.96
2022-10-30 00:00:00,Douala,25.96,12.68,624.34
2022-10-31 00:00:00,Douala,20.64,10.95,831.36
2022-11-01 00:00:00,Douala,29.44,0.47,897.05
2022-11-02 00:00:00,Douala,25.71,8.2,297.14
2022-11-03 00:00:00,Douala,25.57,6.22,375.4
2022-11-04 00:00:00,Douala,25.77,12.76,615.05
2022-11-05 00:00:00,Douala,21.88,17.88,165.93
2022-11-06 00:00:00,Douala,24.88,18.53,559.08
2022-11-07 00:00:00,Douala,20.58,6.21,954.72
2022-11-08 00:00:00,Douala,33.97,4.67,469.61
2022-11-09 00:00:00,Douala,29.37,5.64,127.13
2022-11-10 00:00:00,Douala,33.56,19.96,577.75
2022-11-11 00:00:00,Douala,33.39,19.37,472.63
2022-11-12 00:00:00,Douala,28.99,11.99,805.11
2022-11-13 00:00:00,Douala,29.82,6.19,149.77
2022-11-14 00:00:00,Douala,30.37,8.68,631.48
2022-11-15 00:00:00,Douala,33.83,11.01,584.25
2022-11-16 00:00:00,Douala,31.68,3.71,572.23
2022-11-17 00:00:00,Douala,20.64,10.8,997.65
2022-11-18 00:00:00,Douala,27,18.31,739.24
2022-11-19 00:00:00,Douala,23.78,17.99,315.28
2022-11-20 00:00:00,Douala,26.76,0.95,146.12
2022-11-21 00:00:00,Douala,29.38,5.89,496.35
2022-11-22 00:00:00,Douala,20.17,16.6,783.88
2022-11-23 00:00:00,Douala,32.63,0.37,317.53
2022-11-24 00:00:00,Douala,28.77,7.59,969.4
2022-11-25 00:00:00,Douala,27.85,10.66,686.9
2022-11-26 00:00:00,Douala,20.06,16.71,467.11
2022-11-27 00:00:00,Douala,34.75,9.34,652.31
2022-11-28 00:00:00,Douala,22.35,2.96,543.52
2022-11-29 00:00:00,Douala,24.93,6.39,657.74
2022-11-30 00:00:00,Douala,34.77,8.96,894.05
2022-12-01 00:00:00,Douala,27.92,1.5,472.22
2022-12-02 00:00:00,Douala,26.42,19.04,492.84
2022-12-03 00:00:00,Douala,20.79,17.86,905.61
2022-12-04 00:00:00,Douala,32.42,5.86,268.44
2022-12-05 00:00:00,Douala,30.07,14.04,616.19
2022-12-06 00:00:00,Douala,30.63,19.03,436.86
2022-12-07 00:00:00,Douala,22.03,19.87,536.94
2022-12-08 00:00:00,Douala,32.39,18.86,655.67
2022-12-09 00:00:00,Douala,23.07,13.6,376
2022-12-10 00:00:00,Douala,22.08,10.87,524.21
2022-12-11 00:00:00,Douala,31.29,14.67,895.72
2022-12-12 00:00:00,Douala,34.23,0.34,257.68
2022-12-13 00:00:00,Douala,28.89,10,482.24
2022-12-14 00:00:00,Douala,20.11,18.45,326.37
2022-12-15 00:00:00,Douala,21.25,13.58,201.08
2022-12-16 00:00:00,Douala,20.23,9.88,215.27
2022-12-17 00:00:00,Douala,26.05,19.73,158.12
2022-12-18 00:00:00,Douala,30.46,11.59,151.09
2022-12-19 00:00:00,Douala,23.47,12.99,221.41
2022-12-20 00:00:00,Douala,20.23,4.68,461.78
2022-12-21 00:00:00,Douala,28.47,1.11,161.58
2022-12-22 00:00:00,Douala,20.93,9.74,365.86
2022-12-23 00:00:00,Douala,21.94,0.12,579.63
2022-12-24 00:00:00,Douala,32.95,1.93,879.8
2022-12-25 00:00:00,Douala,31.56,9.55,878.2
2022-12-26 00:00:00,Douala,21.1,3,754.94
2022-12-27 00:00:00,Douala,33.89,0.68,254.7
2022-12-28 00:00:00,Douala,30.21,4.05,447.91
2022-12-29 00:00:00,Douala,23.73,18.49,724.53
2022-12-30 00:00:00,Douala,32.2,4.64,137.92
2022-12-31 00:00:00,Douala,31.41,8.45,956.63
2023-01-01 00:00:00,Douala,24.88,1.22,631.36
2023-01-02 00:00:00,Douala,25.33,17.48,306.02
2023-01-03 00:00:00,Douala,20.79,9.16,478.63
2023-01-04 00:00:00,Douala,25.61,19.41,906.78
2023-01-05 00:00:00,Douala,21.5,17.45,545.43
2023-01-06 00:00:00,Douala,33.41,10.86,562.33
2023-01-07 00:00:00,Douala,24.81,17.86,564.91
2023-01-08 00:00:00,Douala,21.04,9.19,780.69
2023-01-09 00:00:00,Douala,22.42,11.69,724.07
2023-01-10 00:00:00,Douala,24.73,9.46,604.07
2023-01-11 00:00:00,Douala,30.55,12.05,617.31
2023-01-12 00:00:00,Douala,21.15,0.55,785.09
2023-01-13 00:00:00,Douala,28.86,9.65,748.94
2023-01-14 00:00:00,Douala,29.23,5.92,593.76
2023-01-15 00:00:00,Douala,29.16,12.02,337.68
2023-01-16 00:00:00,Douala,30.92,3.65,815.66
2023-01-17 00:00:00,Douala,25.67,19.98,551.48
2023-01-18 00:00:00,Douala,28.27,2.25,271.29
2023-01-19 00:00:00,Douala,20.44,1.69,913.7
2023-01-20 00:00:00,Douala,29.76,6.37,784.28
2023-01-21 00:00:00,Douala,33.14,3.25,968.66
2023-01-22 00:00:00,Douala,25.29,3.68,210.58
2023-01-23 00:00:00,Douala,31.92,12.81,623.85
2023-01-24 00:00:00,Douala,31.91,4.51,951.38
2023-01-25 00:00:00,Douala,27.09,16.54,180.89
2023-01-26 00:00:00,Douala,21.79,12.03,394.79
2023-01-27 00:00:00,Douala,26.82,7.77,956.66
2023-01-28 00:00:00,Douala,24.31,19.26,587.13
2023-01-29 00:00:00,Douala,31.43,8.51,776.03
2023-01-30 00:00:00,Douala,27.05,13.2,575.18
2023-01-31 00:00:00,Douala,27.52,19.7,212.88
2023-02-01 00:00:00,Douala,30.25,17.37,726
2023-02-02 00:00:00,Douala,22.79,11.55,263.33
2023-02-03 00:00:00,Douala,25.8,4.59,267.92
2023-02-04 00:00:00,Douala,28,13.66,769.13
2023-02-05 00:00:00,Douala,23.81,11.64,940.94
2023-02-06 00:00:00,Douala,26.57,9.14,402.97
2023-02-07 00:00:00,Douala,34.39,7.95,158.9
2023-02-08 00:00:00,Douala,22.44,16.48,951.38
2023-02-09 00:00:00,Douala,31.04,4.65,415.93
2023-02-10 00:00:00,Douala,25.4,3.47,987.59
2023-02-11 00:00:00,Douala,28.41,5.61,324.88
2023-02-12 00:00:00,Douala,29.12,5.51,837
2023-02-13 00:00:00,Douala,25.11,12.71,269.4
2023-02-14 00:00:00,Douala,24.83,8.87,973.1
2023-02-15 00:00:00,Douala,30.33,12.79,619.78
2023-02-16 00:00:00,Douala,27.45,3.6,971.62
2023-02-17 00:00:00,Douala,31.12,5.85,949.26
2023-02-18 00:00:00,Douala,26.02,17.67,602.86
2023-02-19 00:00:00,Douala,23.99,18.67,820.16
2023-02-20 00:00:00,Douala,27.35,2.46,954.94
2023-02-21 00:00:00,Douala,28.97,7.55,189.84
2023-02-22 00:00:00,Douala,30.63,6.85,172.84
2023-02-23 00:00:00,Douala,21.94,6.5,479.35
2023-02-24 00:00:00,Douala,24.2,17.38,680.76
2023-02-25 00:00:00,Douala,32.02,10.69,160.63
2023-02-26 00:00:00,Douala,31.87,10.53,127.24
2023-02-27 00:00:00,Douala,34.18,11.05,880.09
2023-02-28 00:00:00,Douala,25.9,5.34,458.16
2023-03-01 00:00:00,Douala,25.38,6.86,734.41
2023-03-02 00:00:00,Douala,20.52,9.67,587.73
2023-03-03 00:00:00,Douala,30.67,15.55,316.78
2023-03-04 00:00:00,Douala,27.49,4.38,833.89
2023-03-05 00:00:00,Douala,21.23,6.54,835.66
2023-03-06 00:00:00,Douala,26.12,13.76,504.86
2023-03-07 00:00:00,Douala,23.47,12.21,370.42
2023-03-08 00:00:00,Douala,30.78,3.44,890.97
2023-03-09 00:00:00,Douala,21.77,19.11,734.67
2023-03-10 00:00:00,Douala,30.16,8.75,461.35
2023-03-11 00:00:00,Douala,22.86,10.89,211.23
2023-03-12 00:00:00,Douala,23.77,14.51,944.75
2023-03-13 00:00:00,Douala,23.25,18.57,592.6
2023-03-14 00:00:00,Douala,31.55,18.7,197.85
2023-03-15 00:00:00,Douala,32.16,6.65,122.4
2023-03-16 00:00:00,Douala,33.22,19.95,708.42
2023-03-17 00:00:00,Douala,31.68,3.98,446.02
2023-03-18 00:00:00,Douala,23.94,1.22,475.6
2023-03-19 00:00:00,Douala,31.36,12.83,527.09
2023-03-20 00:00:00,Douala,30.34,17.18,546.24
2023-03-21 00:00:00,Douala,24.15,17.26,779.94
2023-03-22 00:00:00,Douala,25.29,14.08,165.25
2023-03-23 00:00:00,Douala,33.38,19.68,773.8
2023-03-24 00:00:00,Douala,30.5,5.53,852.52
2023-03-25 00:00:00,Douala,30.87,1.42,158.67
2023-03-26 00:00:00,Douala,29.64,12.82,278.56
2023-03-27 00:00:00,Douala,30.77,2,856.15
2023-03-28 00:00:00,Douala,22.09,8.63,736.42
2023-03-29 00:00:00,Douala,25.72,8.19,527.22
2023-03-30 00:00:00,Douala,23.03,18.35,531.34
2023-03-31 00:00:00,Douala,24.06,5.32,536.25
2023-04-01 00:00:00,Douala,33.48,2.89,779.42
2023-04-02 00:00:00,Douala,33.98,3.47,359.1
2023-04-03 00:00:00,Douala,33.47,2.15,321.01
2023-04-04 00:00:00,Douala,28.31,5.48,524.63
2023-04-05 00:00:00,Douala,20.72,6.68,734.94
2023-04-06 00:00:00,Douala,20.17,2.15,504.73
2023-04-07 00:00:00,Douala,25.59,13.89,826.73
2023-04-08 00:00:00,Douala,33.33,13.72,703.06
2023-04-09 00:00:00,Douala,21.56,12.17,288.11
2023-04-10 00:00:00,Douala,22.88,7.82,245.6
2023-04-11 00:00:00,Douala,33.72,4.51,460.83
2023-04-12 00:00:00,Douala,24.61,18.61,213.81
2023-04-13 00:00:00,Douala,34.53,1.12,386.68
2023-04-14 00:00:00,Douala,27.01,8.42,132.65
2023-04-15 00:00:00,Douala,33.9,13.05,492.79
2023-04-16 00:00:00,Douala,26.83,1.02,842.91
2023-04-17 00:00:00,Douala,32.73,5.42,707.49
2023-04-18 00:00:00,Douala,33.9,18.04,712.72
2023-04-19 00:00:00,Douala,31.89,16.52,947.36
2023-04-20 00:00:00,Douala,26.23,17.51,634.82
2023-04-21 00:00:00,Douala,20.52,1.48,348.92
2023-04-22 00:00:00,Douala,33.36,8.17,330.56
2023-04-23 00:00:00,Douala,23.69,3.78,400.89
2023-04-24 00:00:00,Douala,26.31,16.58,218.05
2023-04-25 00:00:00,Douala,33.59,1.01,268.95
2023-04-26 00:00:00,Douala,22.3,3.88,713.1
2023-04-27 00:00:00,Douala,32.28,13.04,319.97
2023-04-28 00:00:00,Douala,32.75,0.08,505.64
2023-04-29 00:00:00,Douala,23.33,19.57,913.15
2023-04-30 00:00:00,Douala,25.98,7.59,999.48
2023-05-01 00:00:00,Douala,29.03,4.3,911.64
2023-05-02 00:00:00,Douala,30.9,13.8,316.96
2023-05-03 00:00:00,Douala,34.17,1.98,510.41
2023-05-04 00:00:00,Douala,23.37,16.74,701.69
2023-05-05 00:00:00,Douala,27.11,19.6,194.42
2023-05-06 00:00:00,Douala,27.74,18.08,303.85
2023-05-07 00:00:00,Douala,29.17,6.3,480.36
2023-05-08 00:00:00,Douala,23.64,13.93,920.19
2023-05-09 00:00:00,Douala,24.1,0.35,961.97
2023-05-10 00:00:00,Douala,32.33,19.14,268.3
2023-05-11 00:00:00,Douala,30.87,5.8,131.57
2023-05-12 00:00:00,Douala,21.75,15.04,291.22
2023-05-13 00:00:00,Douala,21.26,17.92,665.94
2023-05-14 00:00:00,Douala,26.9,2.22,859.95
2023-05-15 00:00:00,Douala,22.84,8.66,937.73
2023-05-16 00:00:00,Douala,32.47,8.8,662.92
2023-05-17 00:00:00,Douala,34.16,12.4,820.07
2023-05-18 00:00:00,Douala,22.46,17.8,278.35
2023-05-19 00:00:00,Douala,31.87,4.2,277.96
2023-05-20 00:00:00,Douala,29.95,13.86,710.39
2023-05-21 00:00:00,Douala,20.59,8.71,495.48
2023-05-22 00:00:00,Douala,27.96,13.37,138.93
2023-05-23 00:00:00,Douala,33.83,15.73,858.89
2023-05-24 00:00:00,Douala,25.98,4.05,796.02
2023-05-25 00:00:00,Douala,32.27,11.57,286.87
2023-05-26 00:00:00,Douala,25.73,16.59,773.96
2023-05-27 00:00:00,Douala,24.5,3.39,715.7
2023-05-28 00:00:00,Douala,34.95,18.47,837.63
2023-05-29 00:00:00,Douala,25.13,5.71,684.55
2023-05-30 00:00:00,Douala,22.45,5.91,974.05
2023-05-31 00:00:00,Douala,31.48,10.72,444.02
2023-06-01 00:00:00,Douala,32.7,9.66,971.66
2023-06-02 00:00:00,Douala,25.24,17.12,105.46
2023-06-03 00:00:00,Douala,26.73,15.4,613.94
2023-06-04 00:00:00,Douala,24.36,12.97,338.87
2023-06-05 00:00:00,Douala,26.04,4.11,821.07
2023-06-06 00:00:00,Douala,30.62,7.27,420.17
2023-06-07 00:00:00,Douala,20.79,19.26,519.86
2023-06-08 00:00:00,Douala,31.72,14.52,445.51
2023-06-09 00:00:00,Douala,23.71,2.73,636.5
2023-06-10 00:00:00,Douala,29.68,7.94,634.52
2023-06-11 00:00:00,Douala,25.57,11.79,189.67
2023-06-12 00:00:00,Douala,23.25,9.55,514.65
2023-06-13 00:00:00,Douala,34.7,15.96,560.62
2023-06-14 00:00:00,Douala,23.4,6.73,282.96
2023-06-15 00:00:00,Douala,24.63,8.99,121.03
2023-06-16 00:00:00,Douala,27.09,3.11,486.25
2023-06-17 00:00:00,Douala,28.98,15.91,614.54
2023-06-18 00:00:00,Douala,25.7,7.47,925.99
2023-06-19 00:00:00,Douala,26.23,11.22,864.38
2023-06-20 00:00:00,Douala,26.49,19.99,573.99
2023-06-21 00:00:00,Douala,20.77,6.55,583.74
2023-06-22 00:00:00,Douala,23.26,18.71,304.51
2023-06-23 00:00:00,Douala,22.47,5.66,424.35
2023-06-24 00:00:00,Douala,28.95,13.5,447.14
2023-06-25 00:00:00,Douala,29.87,19.17,307.56
2023-06-26 00:00:00,Douala,25.9,11.06,637.57
2023-06-27 00:00:00,Douala,22.6,11.38,339.06
2023-06-28 00:00:00,Douala,23.37,11.96,329.65
2023-06-29 00:00:00,Douala,29.82,15.09,489.44
2023-06-30 00:00:00,Douala,26.92,1.4,320.96
2023-07-01 00:00:00,Douala,23.74,11.3,914.93
2023-07-02 00:00:00,Douala,28.79,2.13,896.17
2023-07-03 00:00:00,Douala,25.79,5.66,669.32
2023-07-04 00:00:00,Douala,29.64,1.4,953.27
2023-07-05 00:00:00,Douala,29.96,1.39,978.15
2023-07-06 00:00:00,Douala,30.17,6.32,356.27
2023-07-07 00:00:00,Douala,23.04,19.59,105.25
2023-07-08 00:00:00,Douala,21.16,9.02,478.98
2023-07-09 00:00:00,Douala,31.15,3.76,568.38
2023-07-10 00:00:00,Douala,33.57,17.73,960.96
2023-07-11 00:00:00,Douala,33.76,12.57,623.01
2023-07-12 00:00:00,Douala,34.31,1.35,440.55
2023-07-13 00:00:00,Douala,31.64,12.03,133.65
2023-07-14 00:00:00,Douala,27.72,17.38,731.43
2023-07-15 00:00:00,Douala,34.11,0.01,900.9
2023-07-16 00:00:00,Douala,27.46,18.98,566.48
2023-07-17 00:00:00,Douala,23.58,7.67,482.62
2023-07-18 00:00:00,Douala,30.19,1.97,369.2
2023-07-19 00:00:00,Douala,26.92,1.61,845.93
2023-07-20 00:00:00,Douala,33.27,3.31,689.01
2023-07-21 00:00:00,Douala,25.6,11.98,531.74
2023-07-22 00:00:00,Douala,32.09,16.57,334.34
2023-07-23 00:00:00,Douala,32.66,12,586.82
2023-07-24 00:00:00,Douala,33.51,13.03,547.81
2023-07-25 00:00:00,Douala,31.5,5.7,271.49
2023-07-26 00:00:00,Douala,28.42,0.7,324.67
2023-07-27 00:00:00,Douala,26.62,6.7,643.23
2023-07-28 00:00:00,Douala,34.48,1.88,835.58
2023-07-29 00:00:00,Douala,33.94,0.17,888.95
2023-07-30 00:00:00,Douala,27.32,5.11,872.63
2023-07-31 00:00:00,Douala,24.97,9.88,918.55
2023-08-01 00:00:00,Douala,34.4,5.53,216.45
2023-08-02 00:00:00,Douala,20.31,17.17,690.82
2023-08-03 00:00:00,Douala,28.56,1.82,584.85
2023-08-04 00:00:00,Douala,29.98,13.76,950.85
2023-08-05 00:00:00,Douala,33.93,15.03,904.91
2023-08-06 00:00:00,Douala,22.66,11.59,708.66
2023-08-07 00:00:00,Douala,23.77,6.11,121.76
2023-08-08 00:00:00,Douala,21.78,13.51,312.6
2023-08-09 00:00:00,Douala,27.3,0.63,404.42
2023-08-10 00:00:00,Douala,26.74,18.79,347.67
2023-08-11 00:00:00,Douala,32.31,10.3,998.23
2023-08-12 00:00:00,Douala,22.33,10.67,870.32
2023-08-13 00:00:00,Douala,25.74,6.69,700.11
2023-08-14 00:00:00,Douala,30.35,14.44,831.46
2023-08-15 00:00:00,Douala,31.87,11.34,222.21
2023-08-16 00:00:00,Douala,31.2,10.43,534.01
2023-08-17 00:00:00,Douala,30.26,9.02,695.93
2023-08-18 00:00:00,Douala,23.87,13.11,400.11
2023-08-19 00:00:00,Douala,26.31,4.73,688.15
2023-08-20 00:00:00,Douala,22.91,13.22,218.41
2023-08-21 00:00:00,Douala,27.93,6.63,891.03
2023-08-22 00:00:00,Douala,31.86,17.78,937.71
2023-08-23 00:00:00,Douala,28.85,6.73,457.55
2023-08-24 00:00:00,Douala,23.04,13.95,880.27
2023-08-25 00:00:00,Douala,21.92,3.6,914.97
2023-08-26 00:00:00,Douala,32.8,6.87,227.68
2023-08-27 00:00:00,Douala,28.89,13.44,938.4
2023-08-28 00:00:00,Douala,24.66,18.25,686.17
2023-08-29 00:00:00,Douala,25.45,5.01,479.91
2023-08-30 00:00:00,Douala,26.43,12.35,346.1
2023-08-31 00:00:00,Douala,26.24,0.55,295.35
2023-09-01 00:00:00,Douala,26.91,7.2,580.14
2023-09-02 00:00:00,Douala,28.02,10.36,508.56
2023-09-03 00:00:00,Douala,27.85,15.99,940.74
2023-09-04 00:00:00,Douala,20.94,5.14,577.63
2023-09-05 00:00:00,Douala,30.59,10.93,883.59
2023-09-06 00:00:00,Douala,24.33,7.95,402.28
2023-09-07 00:00:00,Douala,32.52,2.88,784.76
2023-09-08 00:00:00,Douala,25.75,10.45,407.66
2023-09-09 00:00:00,Douala,20.69,6.07,622.19
2023-09-10 00:00:00,Douala,20.74,9.13,942.47
2023-09-11 00:00:00,Douala,33.71,14.79,581.13
2023-09-12 00:00:00,Douala,21.31,7.97,308.78
2023-09-13 00:00:00,Douala,20.32,19.72,683.94
2023-09-14 00:00:00,Douala,29.71,13.13,700.89
2023-09-15 00:00:00,Douala,24.36,4.09,957.9
2023-09-16 00:00:00,Douala,22.55,9.41,939.17
2023-09-17 00:00:00,Douala,20.32,19.28,591.68
2023-09-18 00:00:00,Douala,34.62,0.5,242.15
2023-09-19 00:00:00,Douala,30.15,3.55,387.9
2023-09-20 00:00:00,Douala,28.87,15.63,129.99
2023-09-21 00:00:00,Douala,34.34,18.24,631.48
2023-09-22 00:00:00,Douala,22.54,14.12,962.32
2023-09-23 00:00:00,Douala,33.73,4.35,822.85
2023-09-24 00:00:00,Douala,28.19,10.5,419.11
2023-09-25 00:00:00,Douala,26.16,18.16,982
2023-09-26 00:00:00,Douala,21.2,7.53,794.4
2023-09-27 00:00:00,Douala,25.61,2.47,892.8
2023-09-28 00:00:00,Douala,32.94,13.8,591.29
2023-09-29 00:00:00,Douala,27.11,12.83,583.29
2023-09-30 00:00:00,Douala,31.27,11.46,826.16
2023-10-01 00:00:00,Douala,29.91,9.71,945.74
2023-10-02 00:00:00,Douala,26.68,17.95,797.92
2023-10-03 00:00:00,Douala,26.73,13.3,762.01
2023-10-04 00:00:00,Douala,26.08,3.55,776.71
2023-10-05 00:00:00,Douala,28.44,9.55,759.35
2023-10-06 00:00:00,Douala,27.78,15.45,754.33
2023-10-07 00:00:00,Douala,31.74,15.32,768.6
2023-10-08 00:00:00,Douala,34.71,2.6,381.13
2023-10-09 00:00:00,Douala,34.78,1.77,697.41
2023-10-10 00:00:00,Douala,32.56,12.17,548.75
2023-10-11 00:00:00,Douala,33.26,12.89,652.6
2023-10-12 00:00:00,Douala,21.92,12.25,440.83
2023-10-13 00:00:00,Douala,21.31,1.42,552.16
2023-10-14 00:00:00,Douala,34.5,18.87,713.41
2023-10-15 00:00:00,Douala,20.38,10.53,571.56
2023-10-16 00:00:00,Douala,31.98,18.19,275.52
2023-10-17 00:00:00,Douala,21.33,6.24,959.92
2023-10-18 00:00:00,Douala,33.48,17.17,963.53
2023-10-19 00:00:00,Douala,24.1,7.03,673.86
2023-10-20 00:00:00,Douala,28.37,0.76,853.47
2023-10-21 00:00:00,Douala,27.11,0.39,292.46
2023-10-22 00:00:00,Douala,26.65,0.52,927.66
2023-10-23 00:00:00,Douala,23.29,18.26,101.53
2023-10-24 00:00:00,Douala,24.65,11.7,511.55
2023-10-25 00:00:00,Douala,32.14,18.44,558.69
2023-10-26 00:00:00,Douala,24.5,1.22,215.52
2023-10-27 00:00:00,Douala,26.56,0.95,626.89
2023-10-28 00:00:00,Douala,31.85,16.87,999.15
2023-10-29 00:00:00,Douala,33.21,1.35,870.43
2023-10-30 00:00:00,Douala,26.59,18.43,258.56
2023-10-31 00:00:00,Douala,28.28,5.5,234.29
2023-11-01 00:00:00,Douala,34.21,4.99,400.91
2023-11-02 00:00:00,Douala,25.63,6.56,443.51
2023-11-03 00:00:00,Douala,31.23,8.05,436.14
2023-11-04 00:00:00,Douala,34.49,10.03,564.74
2023-11-05 00:00:00,Douala,27.79,18.26,627.49
2023-11-06 00:00:00,Douala,26.36,1.89,402.8
2023-11-07 00:00:00,Douala,22.34,4.41,560.83
2023-11-08 00:00:00,Douala,23.47,6.23,292.65
2023-11-09 00:00:00,Douala,30.31,5.77,738.34
2023-11-10 00:00:00,Douala,24.3,10.67,256.47
2023-11-11 00:00:00,Douala,25.61,0.28,599.66
2023-11-12 00:00:00,Douala,34.66,19,414.71
2023-11-13 00:00:00,Douala,23.13,9.45,484.69
2023-11-14 00:00:00,Douala,29.53,15.47,561.4
2023-11-15 00:00:00,Douala,27.5,0.86,899.85
2023-11-16 00:00:00,Douala,26.24,16.07,644.45
2023-11-17 00:00:00,Douala,28.2,6.36,854.18
2023-11-18 00:00:00,Douala,26.18,15.55,218.05
2023-11-19 00:00:00,Douala,20.8,13.56,819.6
2023-11-20 00:00:00,Douala,34.83,5.16,829.35
2023-11-21 00:00:00,Douala,32.26,5.32,930.17
2023-11-22 00:00:00,Douala,25.32,12.71,286.85
2023-11-23 00:00:00,Douala,21.02,18.42,655.62
2023-11-24 00:00:00,Douala,25.39,0.6,310.78
2023-11-25 00:00:00,Douala,24.39,16.07,577.76
2023-11-26 00:00:00,Douala,33.58,4.31,612.39
2023-11-27 00:00:00,Douala,25.95,7.7,962.51
2023-11-28 00:00:00,Douala,34.11,19.33,377.49
2023-11-29 00:00:00,Douala,32.32,4.72,305.53
2023-11-30 00:00:00,Douala,24.31,16.48,978.13
2023-12-01 00:00:00,Douala,20.32,15.59,923.79
2023-12-02 00:00:00,Douala,33.67,10.44,265.17
2023-12-03 00:00:00,Douala,22.84,18.82,453.18
2023-12-04 00:00:00,Douala,21.83,12.14,516.28
2023-12-05 00:00:00,Douala,28.12,15.85,871.05
2023-12-06 00:00:00,Douala,34.94,6.61,484.87
2023-12-07 00:00:00,Douala,21.26,14.71,938.18
2023-12-08 00:00:00,Douala,27.03,8.35,935.48
2023-12-09 00:00:00,Douala,27.2,5,492.87
2023-12-10 00:00:00,Douala,33.79,5.06,149.27
2023-12-11 00:00:00,Douala,33.42,14.62,205.55
2023-12-12 00:00:00,Douala,21.31,5.74,300.07
2023-12-13 00:00:00,Douala,27.89,17.71,676.66
2023-12-14 00:00:00,Douala,22.68,0.95,473.26
2023-12-15 00:00:00,Douala,23.87,15.16,301.6
2023-12-16 00:00:00,Douala,33.98,0.08,725.15
